933,25,4735
934,20,4738
935,17,4742
936,18,4746
937,20,4755
938,22,4758
939,22,4764
940,18,4771
941,21,4772
942,20,4776
943,20,4781
944,23,4790
945,22,4795
946,20,4799
947,23,4806
948,20,4812
949,23,4815
950,19,4824
951,23,4825
952,26,4830
953,21,4832
954,21,4835
955,22,4841
956,21,4847
957,16,4849
958,19,4855
959,20,4857
960,20,4864
961,21,4872
962,25,4878
963,17,4883
964,18,4886
965,17,4890
966,23,4899
967,20,4901
968,17,4905
969,20,4910
970,21,4914
971,24,4919
972,17,4925
973,21,4929
974,21,4932
975,15,4935
976,22,4939
977,20,4946
978,17,4952
979,21,4957
980,24,4963
981,14,4967
982,18,4974
983,16,4978
984,22,4979
985,22,4983
986,17,4991
987,18,4998
988,20,5006
989,18,5011
990,23,5014
991,18,5018
992,23,5024
993,21,5028
994,21,5033
995,26,5040
996,21,5046
997,21,5057
998,21,5063
999,23,5068
